"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 04 20:53:15 GMT 2022","Sun Sep 04 20:53:16 GMT 2022","720","Отправляем сетевые запросы","","","","","#33 - Получить данные в /secret/note, 200",""
"passed","Sun Sep 04 20:53:12 GMT 2022","Sun Sep 04 20:53:12 GMT 2022","359","Отправляем сетевые запросы","","","","","#22 - Создать todo (формат contentType некорректен), 415",""
"passed","Sun Sep 04 20:53:12 GMT 2022","Sun Sep 04 20:53:13 GMT 2022","439","Отправляем сетевые запросы","","","","","#24 - Создать todo c Content-Type ""application/json"", но Accept ""application/xml"", 400",""
"passed","Sun Sep 04 20:53:04 GMT 2022","Sun Sep 04 20:53:04 GMT 2022","226","Отправляем сетевые запросы","","","","","#04 - Вызвать несуществующий endpoint /todo, 404",""
"passed","Sun Sep 04 20:53:09 GMT 2022","Sun Sep 04 20:53:10 GMT 2022","488","Отправляем сетевые запросы","","","","","#17 - Получить все todos (предпочтительный формат результата XML), 200",""
"passed","Sun Sep 04 20:53:06 GMT 2022","Sun Sep 04 20:53:06 GMT 2022","422","Отправляем сетевые запросы","","","","","#08 - Создать todo, 201",""
"passed","Sun Sep 04 20:53:07 GMT 2022","Sun Sep 04 20:53:08 GMT 2022","775","Отправляем сетевые запросы","","","","","#12 - Удалить запись todos/{id}, 200",""
"passed","Sun Sep 04 20:53:09 GMT 2022","Sun Sep 04 20:53:09 GMT 2022","401","Отправляем сетевые запросы","","","","","#16 - Получить все todos (формат результата any), 200",""
"passed","Sun Sep 04 20:53:12 GMT 2022","Sun Sep 04 20:53:12 GMT 2022","413","Отправляем сетевые запросы","","","","","#23 - Создать todo c Content-Type ""application/xml"", но Accept ""application/json"", 400",""
"passed","Sun Sep 04 20:53:03 GMT 2022","Sun Sep 04 20:53:03 GMT 2022","520","Отправляем сетевые запросы","","","","","#02 - Получить список заданий, 200",""
"passed","Sun Sep 04 20:53:11 GMT 2022","Sun Sep 04 20:53:11 GMT 2022","392","Отправляем сетевые запросы","","","","","#20 - Создать todo (формат body XML), 201",""
"passed","Sun Sep 04 20:53:13 GMT 2022","Sun Sep 04 20:53:13 GMT 2022","210","Отправляем сетевые запросы","","","","","#27 - Получить ошибку ""501 Not Implemented"" для метода TRACE в /heartbeat, 501",""
"passed","Sun Sep 04 20:53:17 GMT 2022","Sun Sep 04 20:53:17 GMT 2022","333","Отправляем сетевые запросы","","","","","#36 - Получить ошибку ""403 Forbidden"" в POST /secret/note, 403",""
"passed","Sun Sep 04 20:53:13 GMT 2022","Sun Sep 04 20:53:13 GMT 2022","208","Отправляем сетевые запросы","","","","","#25 - Получить ошибку ""405 Method Not Allowed"" для метода DELETE в /heartbeat, 405",""
"passed","Sun Sep 04 20:53:06 GMT 2022","Sun Sep 04 20:53:06 GMT 2022","387","Отправляем сетевые запросы","","","","","#09 - Отфильтровать todos по doneStatus=true, 200",""
"passed","Sun Sep 04 20:53:14 GMT 2022","Sun Sep 04 20:53:14 GMT 2022","325","Отправляем сетевые запросы","","","","","#30 - Успешная аутентификация  в /secret/token, 201",""
"passed","Sun Sep 04 20:53:18 GMT 2022","Sun Sep 04 20:53:19 GMT 2022","707","Отправляем сетевые запросы","","","","","#38 - Создать заметку в /secret/note c Bearer token, 200",""
"passed","Sun Sep 04 20:53:19 GMT 2022","Sun Sep 04 20:53:20 GMT 2022","831","Отправляем сетевые запросы","","","","","#39 - Удалить ВСЕ записи todos/{id}, 200",""
"passed","Sun Sep 04 20:53:11 GMT 2022","Sun Sep 04 20:53:12 GMT 2022","396","Отправляем сетевые запросы","","","","","#21 - Создать todo (формат body JSON), 201",""
"passed","Sun Sep 04 20:53:03 GMT 2022","Sun Sep 04 20:53:04 GMT 2022","459","Отправляем сетевые запросы","","","","","#03&15 - Получить все todos (результат в формате JSON), 200",""
"passed","Sun Sep 04 20:53:10 GMT 2022","Sun Sep 04 20:53:10 GMT 2022","432","Отправляем сетевые запросы","","","","","#18 - Получить все todos (no accept), 200",""
"passed","Sun Sep 04 20:53:14 GMT 2022","Sun Sep 04 20:53:14 GMT 2022","329","Отправляем сетевые запросы","","","","","#29 - Получить ошибку ""401 Unauthorized"" в /secret/token, 401",""
"passed","Sun Sep 04 20:53:05 GMT 2022","Sun Sep 04 20:53:06 GMT 2022","390","Отправляем сетевые запросы","","","","","#07 - Получить HEAD /todos, 200",""
"passed","Sun Sep 04 20:53:09 GMT 2022","Sun Sep 04 20:53:09 GMT 2022","387","Отправляем сетевые запросы","","","","","#14 - Получить все todos (результат в формате XML), 200",""
"passed","Sun Sep 04 20:53:06 GMT 2022","Sun Sep 04 20:53:07 GMT 2022","343","Отправляем сетевые запросы","","","","","#10 - Получить ошибку по doneStatus на POST todo, 400",""
